caseId,region,scale,psm,treatment,whitelist,text,confidence,parsed,recoveredTruth,deterministic,distinctOutputs,msPerRun
approved-wine-037,padded,3,singleLine,otsu,unrestricted,die. ad hn h Vw 9@ -_y Tay Wrasse $V Yas,22,9,false,true,1,136
approved-wine-037,padded,3,singleLine,otsu,numeric,. 9,0,9,false,true,1,135
approved-wine-037,padded,3,singleLine,otsu,numericPlusMarker,LL a. a hl h VV 9 y ay aa Vv Ya,6,9,false,true,1,135
approved-wine-037,padded,3,singleLine,thresholdFixed,unrestricted,Ww Tar WD Yat © V pp ¥ Taw VW ev -_—y Caw Wwams YY Ves,37,,false,true,1,202
approved-wine-037,padded,3,singleLine,inverted,unrestricted,oa130 Yop,5,13,true,true,1,96
approved-wine-037,padded,3,singleLine,inverted,numeric,130,0,13,true,true,1,98
approved-wine-037,padded,3,singleLine,inverted,numericPlusMarker,130 ya,28,13,true,true,1,97
approved-wine-037,padded,3,singleLine,invertedThreshold,unrestricted,Ld. ad oo ; Vw 9@ -y Tay Wrasse $V Yas,24,9,false,true,1,135
approved-wine-037,padded,3,singleWord,production,unrestricted,130 Yop,26,13,true,true,1,91
approved-wine-037,padded,3,singleWord,production,numeric,130,0,13,true,true,1,91
approved-wine-037,padded,3,singleWord,production,numericPlusMarker,130 ya,30,13,true,true,1,91
approved-wine-037,padded,3,singleWord,grayscaleOnly,unrestricted,130 Yop,26,13,true,true,1,95
approved-wine-037,padded,3,singleWord,normalise,unrestricted,130 Yop,26,13,true,true,1,91
approved-wine-037,padded,3,singleWord,linearBoost,unrestricted,130 tyra,26,13,true,true,1,85
approved-wine-037,padded,3,singleWord,otsu,unrestricted,BRITE,29,,false,true,1,53
approved-wine-037,padded,3,singleWord,otsu,numeric,,0,,false,true,1,52
approved-wine-037,padded,3,singleWord,otsu,numericPlusMarker,B,0,,false,true,1,52
approved-wine-037,padded,3,singleWord,thresholdFixed,unrestricted,I,25,,false,true,1,52
approved-wine-037,padded,3,singleWord,inverted,unrestricted,oa130 Yop,5,13,true,true,1,92
approved-wine-037,padded,3,singleWord,inverted,numeric,130,0,13,true,true,1,94
approved-wine-037,padded,3,singleWord,inverted,numericPlusMarker,130 ya,28,13,true,true,1,92
approved-wine-037,padded,3,singleWord,invertedThreshold,unrestricted,Can,24,,false,true,1,53
approved-wine-037,padded,3,singleBlock,production,unrestricted,"vi 13,0 01 te",12,13,true,true,1,83
approved-wine-037,padded,3,singleBlock,production,numeric,"13,001",0,13,true,true,1,82
approved-wine-037,padded,3,singleBlock,production,numericPlusMarker,"13,0 01",13,13,true,true,1,83
approved-wine-037,padded,3,singleBlock,grayscaleOnly,unrestricted,"vi 13,0 01 te",12,13,true,true,1,83
approved-wine-037,padded,3,singleBlock,normalise,unrestricted,"vi 13,0 01 te",12,13,true,true,1,83
approved-wine-037,padded,3,singleBlock,linearBoost,unrestricted,eonol 13.0 % by volume,70,13,true,true,1,79
approved-wine-037,padded,3,singleBlock,otsu,unrestricted,"wr ee -r Tas © VV gg ¥ Saw vw 9V A. di. a oo J v ha . | | , 4 | I LE | \",43,9,false,true,1,228
approved-wine-037,padded,3,singleBlock,otsu,numeric,"9 9 .. . . ,.4",7,9,false,true,1,230
approved-wine-037,padded,3,singleBlock,otsu,numericPlusMarker,"vv aa VV 9 aa vV 9V A. hh . a oo v ha . , 4 a L",19,9,false,true,1,226
approved-wine-037,padded,3,singleBlock,thresholdFixed,unrestricted,Ww Tar WD Yat © V pp ¥ Taw VW ev -_—y Caw Wwams YY Ves,37,,false,true,1,203
approved-wine-037,padded,3,singleBlock,inverted,unrestricted,v3.0 01 te,15,3,false,true,1,83
approved-wine-037,padded,3,singleBlock,inverted,numeric,"13,001",0,13,true,true,1,84
approved-wine-037,padded,3,singleBlock,inverted,numericPlusMarker,"13,0 01",17,13,true,true,1,83
approved-wine-037,padded,3,singleBlock,invertedThreshold,unrestricted,"wr ae -r Tas © VV gg ¥ Saw vw 9V Ah. di. a oo J v ha . | i , 4 | LE | \",43,9,false,true,1,180
approved-wine-037,padded,4,sparse,production,unrestricted,i --—rm,16,,false,true,1,128
approved-wine-037,padded,4,sparse,production,numeric,.,0,,false,true,1,127
approved-wine-037,padded,4,sparse,production,numericPlusMarker,a .,6,,false,true,1,126
approved-wine-037,padded,4,sparse,grayscaleOnly,unrestricted,i --—rm,16,,false,true,1,127
approved-wine-037,padded,4,sparse,normalise,unrestricted,i --—rm,16,,false,true,1,132
approved-wine-037,padded,4,sparse,linearBoost,unrestricted,FEET. EN —m585m. - — RNR N—N— eonol 13.0 % by volume -_-—r.m,35,58,false,true,1,266
approved-wine-037,padded,4,sparse,otsu,unrestricted,Ww Tar WF var © Vp - y Vw 9V ba,38,9,false,true,1,171
approved-wine-037,padded,4,sparse,otsu,numeric,. 9,0,9,false,true,1,169
approved-wine-037,padded,4,sparse,otsu,numericPlusMarker,av va V ay VV 9V ba,10,9,false,true,1,170
approved-wine-037,padded,4,sparse,thresholdFixed,unrestricted,"ayy WS” Vasc © VU hh A. 4 v -—"" Taw Wa aa",42,4,false,true,1,170
approved-wine-037,padded,4,sparse,inverted,unrestricted,i -_-rnmn,24,,false,true,1,121
approved-wine-037,padded,4,sparse,inverted,numeric,,0,,false,true,1,119
approved-wine-037,padded,4,sparse,inverted,numericPlusMarker,a,10,,false,true,1,120
approved-wine-037,padded,4,sparse,invertedThreshold,unrestricted,Ww Tar WF var © Vp - ay Vw 9V ba,36,9,false,true,1,124
approved-wine-037,padded,4,singleLine,production,unrestricted,col pire,36,,false,true,1,156
approved-wine-037,padded,4,singleLine,production,numeric,130,1,13,true,true,1,156
approved-wine-037,padded,4,singleLine,production,numericPlusMarker,col oy,13,,false,true,1,152
approved-wine-037,padded,4,singleLine,grayscaleOnly,unrestricted,col pire,36,,false,true,1,153
approved-wine-037,padded,4,singleLine,normalise,unrestricted,col pire,36,,false,true,1,152
approved-wine-037,padded,4,singleLine,linearBoost,unrestricted,130 pire,52,13,true,true,1,149
approved-wine-037,padded,4,singleLine,otsu,unrestricted,ww re hn h Vw ov A. dB A a J vv Vas,36,,false,true,1,165
approved-wine-037,padded,4,singleLine,otsu,numeric,.4,0,4,false,true,1,285
approved-wine-037,padded,4,singleLine,otsu,numericPlusMarker,vv hl h vVV ov A. oo B a A a vv Va,22,,false,true,1,168
approved-wine-037,padded,4,singleLine,thresholdFixed,unrestricted,Ww Tar WW eas © VV gg VV Daw VV WwW SV -—rY va ewWwwrrass $V Yas,25,,false,true,1,237
approved-wine-037,padded,4,singleLine,inverted,unrestricted,col pire,26,,false,true,1,178
approved-wine-037,padded,4,singleLine,inverted,numeric,130,1,13,true,true,1,153
approved-wine-037,padded,4,singleLine,inverted,numericPlusMarker,130 oy,25,13,true,true,1,153
approved-wine-037,padded,4,singleLine,invertedThreshold,unrestricted,ww re oo h Vw ©V A. de A a J vv Vas,37,,false,true,1,148
approved-wine-037,padded,4,singleWord,production,unrestricted,col pire,36,,false,true,1,143
approved-wine-037,padded,4,singleWord,production,numeric,130,1,13,true,true,1,143
approved-wine-037,padded,4,singleWord,production,numericPlusMarker,col oy,13,,false,true,1,147
approved-wine-037,padded,4,singleWord,grayscaleOnly,unrestricted,col pire,36,,false,true,1,143
approved-wine-037,padded,4,singleWord,normalise,unrestricted,col pire,36,,false,true,1,143
approved-wine-037,padded,4,singleWord,linearBoost,unrestricted,130 pire,52,13,true,true,1,139
approved-wine-037,padded,4,singleWord,otsu,unrestricted,BET,29,,false,true,1,86
approved-wine-037,padded,4,singleWord,otsu,numeric,,0,,false,true,1,86
approved-wine-037,padded,4,singleWord,otsu,numericPlusMarker,BV,29,,false,true,1,86
approved-wine-037,padded,4,singleWord,thresholdFixed,unrestricted,I,12,,false,true,1,82
approved-wine-037,padded,4,singleWord,inverted,unrestricted,col pire,26,,false,true,1,143
approved-wine-037,padded,4,singleWord,inverted,numeric,130,1,13,true,true,1,158
approved-wine-037,padded,4,singleWord,inverted,numericPlusMarker,130 oy,25,13,true,true,1,145
approved-wine-037,padded,4,singleWord,invertedThreshold,unrestricted,ETE,34,,false,true,1,84
approved-wine-037,padded,4,singleBlock,production,unrestricted,"vi 13,0 Yb",14,13,true,true,1,129
approved-wine-037,padded,4,singleBlock,production,numeric,"13,001",0,13,true,true,1,128
approved-wine-037,padded,4,singleBlock,production,numericPlusMarker,"13,0 Yb",8,13,true,true,1,128
approved-wine-037,padded,4,singleBlock,grayscaleOnly,unrestricted,"vi 13,0 Yb",14,13,true,true,1,130
approved-wine-037,padded,4,singleBlock,normalise,unrestricted,"vi 13,0 Yb",14,13,true,true,1,128
approved-wine-037,padded,4,singleBlock,linearBoost,unrestricted,eonol 13.0 % by volume,67,13,true,true,1,114
approved-wine-037,padded,4,singleBlock,otsu,unrestricted,WW Tar WF ar © UV pp ¥V UU Taw VY VW 9 ny ov ew eas vv ve . | v4 1 =! ' |,43,9,false,true,1,264
approved-wine-037,padded,4,singleBlock,otsu,numeric,99 9 . 41,22,99,false,true,1,261
approved-wine-037,padded,4,singleBlock,otsu,numericPlusMarker,av BB aa 9 V vV aa VY V 9 yy ov a vv vv . l v4 1 l,21,9,false,true,1,265
approved-wine-037,padded,4,singleBlock,thresholdFixed,unrestricted,Ww Tar WW eas © VV gg VV Daw VV WwW SV -—rY va ewWwwrrass $V Yas,25,,false,true,1,228
approved-wine-037,padded,4,singleBlock,inverted,unrestricted,"vi 13,0 0 byte",19,13,true,true,1,129
approved-wine-037,padded,4,singleBlock,inverted,numeric,"13,001",0,13,true,true,1,146
approved-wine-037,padded,4,singleBlock,inverted,numericPlusMarker,"13,0 0 by",11,13,true,true,1,133
approved-wine-037,padded,4,singleBlock,invertedThreshold,unrestricted,WW Tar WF ar © UV pp Vv UU Taw VV VW 9 ny TW ew aS vv ve . | | v4 1 =! ' |,44,9,false,true,1,203
